484,41,1,745,150,345
485,29,221,467,723,843
486,460,390,117,624,50
487,14,929,1001,541,583
488,103,902,711,971,318
489,812,539,20,474,993
490,525,822,286,86,143
491,562,30,230,937,1032
492,69,317,377,407,590
493,1,484,482,445,77
494,0,1,2,3,4
495,782,470,427,6,579
496,936,220,81,673,326
497,684,221,528,335,288
498,787,570,740,601,776
499,504,675,679,0,1
500,526,634,438,1013,270
501,802,764,671,314,957
502,666,450,827,169,952
503,912,599,255,654,164
504,679,675,499,616,138
505,546,246,98,162,459
506,366,234,855,1031,850
507,528,537,410,351,292
508,687,874,567,148,424
509,133,25,1036,227,901
510,0,1,2,3,4
511,606,113,938,563,278
512,829,16,714,207,603
513,154,92,252,226,847
514,410,251,562,647,57
515,933,1013,409,796,625
516,190,286,627,769,840
517,9,370,167,135,890
518,410,3,872,949,437
519,1017,414,8,944,295
520,698,259,183,789,924
521,315,154,226,847,252
522,91,1005,858,221,13
523,676,583,271,527,642
524,1006,805,862,342,1011
525,394,389,419,539,490
526,270,799,500,151,527
527,151,270,850,451,179
528,684,497,367,221,507
529,1,223,626,150,269
530,67,383,916,743,379
531,472,536,759,56,733
532,23,141,459,785,640
533,593,107,267,397,165
534,928,34,709,833,827
535,46,31,975,429,589
536,777,531,690,732,472
537,507,642,61,786,257
538,1018,578,392,880,280
539,474,568,333,525,77
540,827,1040,450,986,666
541,286,487,228,665,1001
542,531,858,778,26,875
543,693,882,330,391,375
544,36,99,686,997,977
545,0,1,2,3,4
546,963,505,671,969,957
547,630,165,365,859,256
548,385,96,846,38,312
549,173,761,207,242,35
550,77,877,445,797,735
551,707,409,629,177,335
552,811,225,301,322,987
553,671,43,119,801,922
554,820,951,450,709,478
555,844,152,849,393,839
556,386,103,330,602,563
557,348,879,646,844,64
558,11,369,602,55,368
559,30,521,562,491,230
560,120,622,1030,86,393
561,960,721,867,393,334
562,241,30,230,491,655
563,446,113,511,621,606
564,161,173,602,549,79
565,962,587,717,455,424
566,967,821,212,278,981
567,71,508,528,543,156
568,89,333,77,539,290
569,0,1,2,3,4
570,498,49,787,617,800
571,924,952,520,698,986
572,971,67,63,412,342
573,62,288,752,867,727
574,34,709,691,185,224
575,1014,66,0,1,2
576,277,398,648,627,804
577,19,484,677,419,88
578,234,506,322,976,418
579,427,470,782,495,122
580,475,483,480,1005,788
581,951,396,219,645,234
582,695,154,683,670,710
583,523,487,541,190,14
584,708,329,486,209,161
585,24,67,841,867,916
586,25,161,745,915,987
587,125,163,359,917,790
588,415,216,37,855,130
589,31,46,535,753,651
590,371,377,972,883,618
591,391,999,786,344,225
592,605,890,214,434,56
593,267,533,692,163,256
594,886,334,555,184,775
595,434,454,47,274,631
596,0,1,2,3,4
597,242,192,233,761,564
598,745,720,223,345,269
599,1021,618,223,269,150
600,823,1015,179,951,90
601,740,498,787,776,643
602,276,233,173,192,242
603,829,203,420,512,940
604,349,672,199,148,691
605,10,684,592,323,155
606,113,511,629,938,446
607,378,1002,779,975,63
608,0,1,2,3,4
609,1010,738,932,362,38
610,240,1035,451,219,786
611,318,222,221,346,143
612,440,124,30,127,270
613,4,148,868,587,747
614,406,738,898,362,254
615,210,602,242,543,882
616,171,982,204,699,1039
617,172,643,570,721,985
618,377,371,590,972,53
619,281,206,385,806,409
620,826,716,182,0,1
621,481,938,629,446,670
622,120,560,300,851,985
623,633,435,347,383,916
624,117,486,2,864,1019
625,796,346,515,11,933
626,1,345,223,529,598
627,86,286,412,648,398
628,113,446,868,670,778
629,480,707,748,551,113
630,547,995,464,782,536
631,87,71,699,595,214
632,1024,191,979,277,206
633,435,623,863,781,347
634,451,698,438,797,259
635,379,1033,347,383,781
636,163,1023,327,737,752
637,59,908,987,482,434
638,60,174,734,644,868
639,0,1,2,3,4
640,459,23,141,5,307
641,66,1036,17,668,881
642,61,118,259,537,760
643,601,196,323,617,776
644,174,638,349,380,269
645,44,878,13,134,149
646,326,81,96,936,844
647,476,514,1027,731,446
648,398,627,277,437,576
649,419,394,89,474,448
650,721,334,393,867,897
651,112,589,831,758,110
652,0,1,2,3,4
653,332,512,904,665,308
654,503,482,1025,206,367
655,409,777,515,1013,562
656,691,439,329,995,951
657,924,795,105,450,73
658,1032,784,850,1007,939
659,207,714,262,16,175
660,852,397,692,443,344
661,959,722,216,930,245
662,737,751,857,821,587
663,77,290,735,333,474
664,0,1,2,3,4
665,904,14,286,676,772
666,450,827,795,986,502
667,363,469,853,708,680
668,687,163,194,392,760
669,401,1000,1036,728,513
670,621,778,542,258,110
671,802,314,501,957,764
672,685,883,371,377,590
673,1026,936,496,152,65
674,854,382,947,169,185
675,679,504,499,556,1005
676,52,950,271,523,730
677,618,269,484,377,371
678,344,428,786,257,588
679,504,675,499,884,455
680,469,448,667,539,299
681,324,146,462,147,437
682,919,1014,772,251,1026
683,123,404,738,917,167
684,221,528,497,288,335
685,672,232,753,187,41
686,997,36,544,99,403
687,833,343,668,835,508
688,907,80,578,214,115
689,25,487,77,856,632
690,536,531,472,431,253
691,656,439,329,995,718
692,397,267,365,593,256
693,543,330,391,999,225
694,222,819,226,1000,252
695,154,582,206,780,856
696,387,264,754,618,1
697,0,1,2,3,4
698,789,259,634,520,936
699,171,1039,892,204,803
700,128,274,163,790,941
701,61,687,912,206,248
702,313,396,965,547,737
703,992,755,35,175,782
704,347,0,1,2,3
705,896,812,290,77,364
706,77,333,290,735,649
707,551,629,177,409,335
708,584,329,853,667,299
709,34,928,534,1030,574
710,444,582,618,17,0
711,103,488,971,902,983
712,0,1,2,3,4
713,137,1001,939,190,143
714,810,207,659,16,512
715,745,590,144,972,371
716,194,826,100,620,906
717,920,147,273,166,146
718,1009,1041,54,691,11
719,0,1,2,3,4
720,269,150,153,598,1
721,393,867,334,561,650
722,959,728,87,2,747
723,467,221,485,336,799
724,456,730,676,950,756
725,497,399,770,16,335
726,140,541,958,365,930
727,916,243,841,585,67
728,722,669,97,440,959
729,748,34,390,180,585
730,724,676,869,950,456
731,1027,800,892,924,647
732,536,777,431,56,253
733,531,759,472,985,278
734,60,868,638,355,131
735,77,333,663,706,539
736,948,975,809,438,500
737,662,631,636,752,661
738,404,683,917,167,123
739,890,988,339,896,773
740,601,498,787,776,49
741,843,746,128,274,909
742,468,285,786,469,509
743,841,623,916,981,24
744,770,162,777,366,1035
745,345,484,223,150,598
746,741,336,674,128,274
747,47,434,756,2,722
748,629,480,894,729,783
749,779,305,384,785,370
750,842,462,785,459,133
751,987,662,214,957,857
752,807,156,891,145,461
753,46,646,309,867,44
754,1,387,377,371,626
755,381,992,703,35,782
756,1018,747,434,939,480
757,0,344,999,391,380
758,721,561,957,867,393
759,472,985,531,56,536
760,642,214,668,845,259
761,192,233,353,276,549
762,978,88,445,150,934
763,286,649,89,50,143
764,802,501,671,314,957
765,199,993,287,374,913
766,933,475,914,796,1013
767,170,867,384,609,0
768,335,551,100,181,342
769,286,162,516,649,50
770,744,162,16,421,515
771,0,1,2,3,4
772,665,904,682,237,684
773,302,339,977,988,287
774,1026,797,81,936,550
775,393,849,839,465,946
776,787,498,601,740,643
777,472,253,56,536,655
778,542,670,110,113,1011
779,749,511,305,101,721
780,891,695,531,79,402
781,383,981,893,841,347
782,495,427,470,122,992
783,894,481,438,629,621
784,658,806,957,146,196
785,459,141,462,23,532
786,391,591,316,999,344
787,776,498,49,740,601
788,323,486,672,435,638
789,698,259,634,520,936
790,163,392,295,941,128
791,943,925,360,750,161
792,207,829,262,659,16
793,395,121,384,655,10
794,90,127,191,906,165
795,986,666,657,1040,827
796,1013,515,625,346,933
797,634,65,1026,81,961
798,346,918,751,994,88
799,526,196,341,240,183
800,875,731,498,570,1027
801,312,961,436,326,373
802,501,957,671,314,764
803,171,892,982,699,204
804,721,393,867,334,650
805,142,524,273,293,207
806,146,957,784,11,619
807,752,1023,248,156,819
808,848,643,0,1,2
809,183,1022,196,451,824
810,714,207,175,16,296
811,552,129,825,582,213
812,290,77,489,474,896
813,292,883,944,551,830
814,968,381,460,287,759
815,911,198,145,180,752
816,352,38,84,949,373
817,948,435,347,67,934
818,634,875,416,925,743
819,694,324,681,1000,807
820,554,482,234,997,410
821,967,475,566,212,278
822,970,490,964,111,170
823,474,394,419,448,525
824,998,1022,219,634,451
825,907,760,811,54,202
826,716,194,620,959,442
827,540,666,450,1040,795
828,0,1,2,3,4
829,603,512,207,420,16
830,927,1029,176,978,813
831,112,441,291,319,72
832,208,230,1036,391,431
833,687,534,756,354,343
834,362,395,824,850,334
835,687,343,283,455,508
836,0,1,2,3,4
837,863,928,709,438,62
838,986,391,111,409,761
839,393,465,946,775,867
840,920,287,86,627,286
841,981,67,347,781,916
842,750,141,459,462,785
843,741,485,878,219,951
844,1026,152,949,272,555
845,907,900,71,760,336
846,548,193,947,185,1008
847,315,92,521,252,226
848,808,0,1,2,3
849,775,393,555,839,867
850,1007,157,196,52,939
851,300,887,985,622,120
852,660,59,856,219,443
853,299,993,708,469,840
854,382,947,169,674,66
855,234,953,506,366,918
856,351,219,451,107,852
857,113,214,61,642,662
858,542,531,875,522,221
859,547,196,910,860,157
860,877,378,330,17,493
861,0,1,2,3,4
862,84,245,684,523,64
863,435,633,623,916,948
864,1019,758,867,721,960
865,438,998,549,1022,265
866,31,481,535,212,589
867,960,721,561,393,839
868,734,1028,638,292,216
869,730,89,792,754,713
870,472,867,758,849,393
871,599,618,677,1,745
872,3,410,518,78,57
873,286,900,926,772,136
874,473,508,691,918,578
875,531,858,542,346,800
876,350,341,240,107,526
877,77,550,445,482,860
878,44,149,645,134,13
879,557,1037,487,676,348
880,7,263,831,112,291
881,1006,88,66,603,641
882,543,615,210,745,498
883,371,377,590,972,618
884,1028,8,679,734,747
885,689,0,1,2,3
886,184,298,393,849,465
887,300,851,622,162,120
888,466,93,283,295,790
889,1021,53,618,19,363
890,270,739,517,592,384
891,752,780,1019,231,858
892,699,803,171,982,204
893,781,916,383,981,379
894,783,748,809,480,369
895,60,797,446,386,795
896,419,705,474,394,448
897,942,650,393,465,555
898,336,975,683,123,413
899,590,121,429,1016,967
900,845,71,327,214,760
901,108,509,25,956,747
902,488,103,711,971,903
903,971,711,488,902,103
904,665,772,529,730,676
905,840,920,118,13,86
906,867,721,555,298,794
907,845,688,825,104,802
908,59,637,910,990,343
909,753,741,963,31,1024
910,908,859,0,1,2
911,973,80,815,243,440
912,503,255,366,228,701
913,765,877,909,310,526
914,475,346,409,515,202
915,586,274,132,451,898
916,67,841,379,347,948
917,738,683,167,404,123
918,855,101,610,219,798
919,682,1014,392,531,993
920,840,286,13,650,897
921,86,179,144,190,984
922,269,957,54,329,995
923,294,949,96,220,1026
924,986,105,657,520,323
925,791,316,208,302,818
926,955,148,900,136,873
927,1029,97,119,830,415
928,534,709,34,1030,906
929,487,14,309,646,536
930,217,995,283,1010,726
931,955,329,148,455,4
932,452,609,1038,864,1019
933,515,1013,409,346,796
934,817,67,841,379,916
935,938,621,563,446,868
936,220,81,496,673,1026
937,491,414,8,339,302
938,113,446,621,481,511
939,111,1007,850,1032,658
940,420,829,207,16,175
941,790,128,80,1002,289
942,897,839,465,393,265
943,791,97,215,303,149
944,180,8,121,113,488
945,466,283,995,990,930
946,393,839,775,867,849
947,382,854,169,674,235
948,817,347,916,379,633
949,1026,844,272,152,923
950,449,676,724,730,487
951,581,843,219,271,405
952,986,924,540,827,105
953,855,234,366,396,506
954,668,1037,999,140,636
955,926,931,364,503,306
956,154,722,1026,222,747
957,802,314,671,501,764
958,365,140,986,166,726
959,722,661,97,728,757
960,867,561,721,334,393
961,801,436,312,373,797
962,565,318,455,363,1021
963,546,417,98,444,191
964,970,40,822,1032,176
965,89,77,763,735,253
966,1035,790,163,777,347
967,278,212,821,566,531
968,814,144,79,713,482
969,244,546,671,459,965
970,964,822,853,490,445
971,103,572,711,488,902
972,590,371,377,883,618
973,911,22,449,672,323
974,262,16,714,207,70
975,354,898,535,948,736
976,482,578,498,31,1033
977,988,302,339,773,1038
978,97,934,762,30,959
979,361,632,277,309,1024
980,189,0,1,2,3
981,841,781,347,67,57
982,1039,171,803,699,892
983,374,812,539,711,107
984,143,190,144,1015,86
985,200,472,759,300,120
986,795,924,666,1040,540
987,751,637,114,586,318
988,977,302,339,773,1003
989,66,424,297,558,669
990,283,351,466,995,945
991,296,644,824,838,805
992,703,755,35,829,782
993,474,287,489,374,89
994,612,1026,140,343,694
995,283,439,930,466,945
996,151,65,1026,270,673
997,686,99,544,36,655
998,219,824,1022,438,451
999,391,591,786,225,757
1000,222,252,669,694,803
1001,972,487,541,14,228
1002,941,437,770,628,98
1003,21,176,1038,988,40
1004,319,781,472,253,824
1005,91,522,511,229,779
1006,881,524,88,862,641
1007,850,102,939,1032,157
1008,551,409,707,629,583
1009,718,851,323,147,854
1010,74,123,404,738,683
1011,606,938,113,778,542
1012,302,0,1,2,3
1013,409,515,933,346,796
1014,919,682,753,123,495
1015,86,143,984,412,286
1016,279,149,271,40,219
1017,519,414,8,944,975
1018,756,47,434,538,747
1019,864,867,960,721,561
1020,56,824,241,740,102
1021,889,599,363,460,377
1022,219,998,809,824,140
1023,807,288,636,125,327
1024,632,232,309,191,152
1025,482,450,841,981,743
1026,949,774,272,152,844
1027,731,258,800,110,670
1028,868,884,386,883,679
1029,50,927,286,30,763
1030,560,928,86,709,804
1031,270,418,506,477,756
1032,658,850,1007,111,939
1033,635,781,383,347,379
1034,290,134,77,13,44
1035,966,163,610,777,347
1036,424,306,669,150,269
1037,487,879,469,348,557
1038,21,354,1003,977,423
1039,699,204,982,171,803
1040,827,450,795,666,540
1041,54,718,329,995,691
1042,0,1,2,3,4
