word_i,word_j,post_id
6,5293,196
6,5296,196
28,4051,196
28,3397,196
43,5328,196
217,752,196
95,5309,196
6,5319,196
13,365,196
96,142,196
4051,5317,196
162,2774,196
84,521,196
200,1030,196
55,1723,196
416,1091,196
3,686,196
84,3929,196
149,3425,196
28,3534,196
6,365,196
714,1122,196
95,5313,196
96,534,196
96,5295,196
28,42,196
30,1716,196
30,5300,196
28,348,196
3,5310,196
509,1239,196
28,5294,196
59,3685,196
534,5311,196
314,409,196
41,167,196
75,158,196
30,730,196
158,1585,196
5326,5327,196
42,84,196
149,5328,196
3,5309,196
28,5042,196
3,67,196
136,268,196
409,626,196
2774,5324,196
28,1239,196
18,3397,196
1730,1739,196
424,5311,196
59,70,196
665,5307,196
369,665,196
18,5321,196
13,521,196
142,1122,196
23,2232,196
149,365,196
268,1091,196
5302,5303,196
149,481,196
87,285,196
84,129,196
59,998,196
126,509,196
4375,5218,196
129,677,196
104,1631,196
95,5325,196
714,3828,196
28,59,196
3287,3323,196
1567,4944,196
95,314,196
134,5310,196
15,104,196
140,432,196
84,5316,196
5295,5296,196
87,5304,196
665,5308,196
42,5311,196
28,799,196
28,126,196
13,205,196
2774,3323,196
28,5308,196
55,232,196
205,677,196
129,5329,196
67,104,196
2232,5315,196
96,1739,196
140,285,196
5291,5292,196
4,481,196
126,365,196
13,43,196
5298,5303,196
84,87,196
30,314,196
2987,5323,196
869,1227,196
3929,5042,196
167,5319,196
3,126,196
1600,5292,196
355,424,196
28,3828,196
3,5308,196
1567,3929,196
3,4,196
432,5298,196
285,752,196
752,5324,196
28,95,196
283,5313,196
285,5311,196
28,5315,196
1227,3287,196
48,283,196
172,5311,196
96,869,196
348,5218,196
70,4375,196
28,96,196
28,5326,196
42,5312,196
4,3929,196
42,86,196
5306,5307,196
6,5320,196
365,3149,196
732,957,196
43,232,196
200,5291,196
95,369,196
5304,5305,196
13,1585,196
1730,1891,196
799,5314,196
3,4932,196
28,3929,196
28,3685,196
162,752,196
42,5317,196
1730,4944,196
3425,3929,196
6,355,196
1891,3935,196
41,48,196
5298,5299,196
42,283,196
1716,5299,196
6,3534,196
5296,5297,196
626,5325,196
42,1739,196
43,5323,196
43,869,196
13,67,196
129,365,196
3196,5308,196
42,1555,196
126,136,196
3929,5318,196
3,5301,196
665,730,196
314,5314,196
2232,5316,196
1216,1631,196
365,5322,196
56,5331,197
28,87,197
21,28,197
55,931,197
87,931,197
55,5330,197
21,5331,197
335,1302,198
210,814,198
48,2786,198
514,5336,198
225,5333,198
495,1302,198
3,5334,198
335,1600,198
28,246,198
4,5333,198
4,52,198
335,335,198
246,5332,198
495,514,198
30,67,198
52,1730,198
67,5335,198
48,5332,198
30,210,198
5335,5336,198
3,1302,198
28,1730,198
4,377,198
4,2786,198
225,1600,198
814,5334,198
28,311,199
521,5000,199
5000,5342,199
521,5339,199
96,4992,199
28,158,199
28,521,199
28,4899,199
96,4991,199
521,5338,199
311,5340,199
131,521,199
375,4992,199
4899,5341,199
513,5341,199
521,5337,199
28,4991,199
375,464,199
28,5342,199
150,5339,199
131,513,199
521,5340,199
521,1617,199
1617,5338,199
150,158,199
64,1614,200
131,481,200
360,5343,200
64,133,200
1454,3552,200
677,5345,200
481,5344,200
2478,5035,200
3552,5345,200
677,748,200
677,758,200
677,4514,200
442,748,200
64,481,200
610,816,200
610,3135,200
622,5211,200
216,2478,200
442,5035,200
622,5344,200
133,758,200
5211,5343,200
131,1614,200
59,816,200
216,4514,200
59,360,200
28,311,201
521,5000,201
5000,5342,201
521,5339,201
96,4992,201
28,158,201
28,521,201
28,4899,201
96,4991,201
521,5338,201
311,5340,201
131,521,201
375,4992,201
4899,5341,201
513,5341,201
521,5337,201
28,4991,201
375,464,201
28,5342,201
150,5339,201
131,513,201
521,5340,201
521,1617,201
1617,5338,201
150,158,201
41,4974,202
825,1030,202
3,277,202
28,385,202
5358,5359,202
3,5373,202
2421,5350,202
137,1317,202
4,927,202
87,1124,202
1567,3371,202
136,2968,202
377,3935,202
6,230,202
28,137,202
3,210,202
2571,5370,202
6,5368,202
750,5365,202
873,1567,202
131,1521,202
825,4956,202
268,705,202
1716,5369,202
13,5378,202
42,230,202
1127,5351,202
13,1873,202
441,3149,202
3350,5362,202
5362,5363,202
2759,3935,202
927,3149,202
127,163,202
87,173,202
178,2196,202
79,268,202
15,59,202
67,96,202
4,178,202
28,87,202
96,142,202
28,355,202
1997,5350,202
28,149,202
4992,4998,202
142,1243,202
6,67,202
28,366,202
28,1243,202
6,13,202
96,553,202
28,77,202
232,5362,202
3,1710,202
67,1317,202
28,260,202
96,149,202
119,4991,202
28,5361,202
35,5377,202
137,764,202
445,3371,202
928,1127,202
137,5372,202
15,1129,202
28,1837,202
761,1730,202
119,4998,202
1729,1730,202
4,42,202
136,1219,202
96,4992,202
84,761,202
15,23,202
163,5376,202
30,1716,202
159,4558,202
3,338,202
95,1837,202
3,5372,202
137,1316,202
233,1567,202
205,5374,202
3935,5354,202
84,3277,202
4,1129,202
67,163,202
67,5366,202
30,67,202
96,1030,202
42,2421,202
4389,5359,202
1567,5366,202
6,5369,202
84,233,202
521,5374,202
4395,5377,202
137,5349,202
28,5350,202
1567,1729,202
131,5346,202
96,5365,202
15,5378,202
5362,5375,202
1683,5355,202
825,873,202
1316,2571,202
55,1145,202
4,179,202
385,5356,202
3,77,202
6,1600,202
1151,1521,202
205,2939,202
1710,5370,202
96,5349,202
28,59,202
1567,1849,202
1151,5347,202
149,4913,202
96,5352,202
127,885,202
79,2968,202
1124,5350,202
84,1145,202
35,5376,202
6,2826,202
163,5364,202
95,5361,202
28,232,202
137,2877,202
277,1567,202
42,59,202
927,5374,202
1873,5371,202
15,4913,202
59,1600,202
41,77,202
15,1997,202
13,205,202
805,5355,202
96,1683,202
28,4713,202
205,677,202
3801,5357,202
3,521,202
4,481,202
5367,5368,202
28,441,202
96,764,202
95,445,202
15,173,202
159,553,202
478,5352,202
478,1085,202
3,3935,202
928,5350,202
366,366,202
259,3152,202
84,260,202
3,4,202
4974,5367,202
136,3152,202
4,1405,202
179,338,202
28,95,202
87,2826,202
3,3277,202
119,4956,202
677,4395,202
3,481,202
140,5350,202
825,5356,202
28,3350,202
4,268,202
2196,5353,202
2939,4395,202
4713,5348,202
28,96,202
3,48,202
885,5360,202
6,5371,202
67,2877,202
259,1405,202
3,761,202
137,366,202
481,1849,202
136,5346,202
366,5360,202
4,805,202
127,644,202
235,1099,202
87,1085,202
1079,4913,202
1219,4395,202
481,644,202
96,268,202
87,5347,202
23,366,202
67,5363,202
96,4991,202
761,5364,202
127,5375,202
1129,5351,202
210,5354,202
84,1079,202
95,2909,202
95,5351,202
87,2909,202
28,5353,202
3,1099,202
705,4389,202
119,5358,202
366,445,202
119,3801,202
4,551,202
1567,5373,202
77,5368,202
4558,5348,202
140,551,202
235,355,202
28,750,202
119,5357,202
87,5368,202
48,2759,202
137,666,203
73,4128,203
3887,4610,203
6,28,203
84,5407,203
4981,5384,203
87,5410,203
96,3729,203
13,529,203
5394,5395,203
4750,4981,203
84,261,203
140,4233,203
268,521,203
3887,4474,203
67,1880,203
22,1881,203
103,341,203
6,7,203
5389,5421,203
1751,5424,203
1541,2565,203
283,3885,203
28,341,203
87,5409,203
208,1241,203
401,3885,203
7,41,203
28,2872,203
3,4610,203
96,123,203
28,5419,203
5405,5406,203
3,23,203
5413,5414,203
4,1508,203
84,95,203
388,3887,203
28,565,203
665,3885,203
5390,5391,203
6,23,203
28,4128,203
1129,5381,203
3,327,203
925,1551,203
59,1820,203
96,4610,203
2129,5391,203
5393,5394,203
28,5426,203
150,1302,203
96,4750,203
23,521,203
6,67,203
221,5388,203
87,5391,203
67,5392,203
3,945,203
67,1006,203
268,341,203
5398,5399,203
129,666,203
268,3821,203
403,2129,203
54,1775,203
56,5423,203
5384,5385,203
54,5427,203
129,925,203
3,529,203
6,3887,203
137,665,203
3,5390,203
208,268,203
103,3887,203
3,5379,203
4474,5402,203
5396,5397,203
59,1273,203
140,1273,203
27,665,203
96,199,203
143,225,203
1127,1508,203
54,403,203
28,246,203
1127,5381,203
761,5390,203
84,5382,203
5151,5401,203
150,3051,203
41,56,203
28,5415,203
6,208,203
565,2061,203
140,1526,203
75,134,203
84,598,203
67,246,203
3,5389,203
4,1124,203
28,5379,203
54,142,203
28,5390,203
226,665,203
75,123,203
268,3363,203
67,5390,203
140,565,203
30,5420,203
1775,3286,203
28,5412,203
3,140,203
268,481,203
6,221,203
129,268,203
6,4390,203
529,1372,203
28,3287,203
5389,5423,203
3,22,203
3,129,203
136,268,203
5400,5401,203
109,401,203
3,1129,203
127,761,203
30,761,203
360,5424,203
28,1433,203
143,5392,203
199,226,203
5409,5409,203
126,283,203
129,131,203
67,1241,203
95,925,203
28,388,203
67,5389,203
5404,5405,203
137,5410,203
123,5423,203
28,5417,203
2896,5399,203
55,3363,203
87,5390,203
97,261,203
5406,5407,203
126,319,203
5422,5423,203
665,3887,203
28,59,203
103,246,203
6,240,203
30,5389,203
199,4233,203
5408,5409,203
6,925,203
3,449,203
28,4610,203
3,5427,203
13,925,203
1124,2872,203
28,2061,203
3729,3885,203
79,521,203
87,5389,203
56,1302,203
84,1551,203
7,1820,203
28,2104,203
401,2098,203
188,2098,203
142,5404,203
96,385,203
665,5418,203
167,5420,203
590,5380,203
137,565,203
945,5387,203
84,449,203
1541,3314,203
54,5390,203
3,5416,203
56,67,203
3885,5383,203
126,127,203
28,5408,203
5391,5417,203
3051,5391,203
84,529,203
6,590,203
521,5415,203
123,1751,203
1483,1546,203
3,5388,203
28,273,203
103,1775,203
5421,5422,203
199,1670,203
87,4610,203
23,5385,203
73,1751,203
268,1880,203
28,5391,203
401,5411,203
117,521,203
1513,5380,203
87,1883,203
87,134,203
97,925,203
140,1513,203
55,327,203
3,143,203
481,5411,203
5386,5387,203
67,1881,203
109,2104,203
28,55,203
246,5425,203
27,5382,203
167,761,203
56,5379,203
3286,3314,203
283,5418,203
28,96,203
67,199,203
6,401,203
1526,5386,203
23,319,203
28,1483,203
103,5403,203
3887,5151,203
225,3314,203
199,1372,203
117,5425,203
1670,5391,203
3,283,203
199,1751,203
1775,5393,203
3363,3887,203
131,4610,203
87,5413,203
79,738,203
3885,5379,203
59,665,203
665,5383,203
521,1546,203
136,5428,203
521,5419,203
4,598,203
23,3887,203
738,5391,203
2896,5400,203
5395,5396,203
6,1775,203
2565,3287,203
5402,5403,203
28,401,203
5389,5390,203
6,188,203
5397,5398,203
4,273,203
590,3821,203
6,126,203
54,5426,203
1883,5412,203
385,5414,203
5391,5416,203
199,240,203
143,1006,203
521,4390,203
360,3887,203
87,1433,203
1440,3541,204
72,205,204
724,3042,204
25,3042,204
72,2939,204
442,495,204
3,2016,204
15,30,204
118,4592,204
33,3908,204
3,210,204
150,210,204
67,5436,204
142,2656,204
4,564,204
25,150,204
115,210,204
268,705,204
3,355,204
3,5430,204
84,95,204
23,157,204
85,87,204
87,226,204
84,2016,204
1310,3935,204
67,5435,204
79,268,204
28,164,204
225,3500,204
226,3935,204
65,219,204
677,4248,204
4699,5222,204
4,5435,204
142,495,204
25,33,204
28,1243,204
15,3908,204
41,179,204
3,1243,204
67,5430,204
25,210,204
42,225,204
72,4646,204
4,42,204
99,564,204
3,179,204
3,3078,204
85,5222,204
3,5434,204
28,671,204
6,146,204
285,2930,204
15,5432,204
42,164,204
4,210,204
355,513,204
15,5429,204
33,142,204
23,835,204
25,65,204
96,671,204
67,4248,204
205,705,204
3,5433,204
4,3078,204
3,1440,204
59,5433,204
65,142,204
282,4248,204
42,1124,204
33,5431,204
79,84,204
150,3500,204
42,4646,204
2987,5436,204
25,186,204
2939,2987,204
65,362,204
3908,5429,204
18,513,204
513,5432,204
28,1124,204
246,4248,204
20,1730,204
4,79,204
23,87,204
6,442,204
210,724,204
36,362,204
355,2539,204
28,226,204
246,2539,204
42,150,204
30,219,204
6,2656,204
157,2539,204
3,3935,204
210,4880,204
142,186,204
226,288,204
3,115,204
150,202,204
3,4,204
15,4880,204
72,3524,204
25,4880,204
28,95,204
59,84,204
33,150,204
25,36,204
3,25,204
4,18,204
25,179,204
59,164,204
4,150,204
28,96,204
23,164,204
4,2930,204
67,4350,204
6,84,204
28,79,204
3,41,204
67,1730,204
20,300,204
2539,2987,204
25,115,204
4,4699,204
3,3541,204
84,202,204
3,36,204
285,677,204
59,67,204
118,835,204
146,416,204
41,142,204
67,5431,204
23,246,204
25,4248,204
3,4350,204
288,2987,204
4,300,204
282,2987,204
150,2987,204
36,3935,204
25,99,204
513,1310,204
4,416,204
5139,5215,205
210,790,205
84,281,205
3069,5437,205
283,1198,205
84,150,205
282,3383,205
3383,5437,205
150,1199,205
3,5439,205
75,282,205
3,5215,205
5438,5439,205
75,1199,205
210,5438,205
281,790,205
1198,3069,205
18,1975,206
30,5441,206
3,5442,206
28,95,206
56,338,206
28,5446,206
6,5440,206
13,421,206
481,2351,206
56,2351,206
67,5042,206
4,217,206
4,3929,206
13,41,206
44,151,206
28,5447,206
6,240,206
13,5441,206
22,217,206
28,30,206
18,268,206
4,5446,206
4,421,206
3,1975,206
338,5445,206
172,268,206
4,269,206
4,151,206
56,172,206
41,95,206
33,234,206
67,177,206
3,5444,206
234,5447,206
217,268,206
268,5445,206
56,67,206
240,269,206
4,574,206
137,704,206
3,67,206
3,5443,206
3929,5042,206
67,574,206
28,44,206
28,5442,206
374,5440,206
67,82,206
217,481,206
82,137,206
3,177,206
5443,5444,206
374,704,206
5462,5463,207
261,421,207
677,5452,207
67,137,207
421,890,207
5456,5457,207
260,5469,207
4884,5314,207
4254,5451,207
67,489,207
5049,5450,207
3,1891,207
8,21,207
181,5469,207
5319,5458,207
4407,5453,207
7,477,207
3,5464,207
87,4254,207
3131,5466,207
7,44,207
677,5448,207
481,5452,207
28,5450,207
3,5463,207
28,2421,207
6,2178,207
890,5322,207
118,5470,207
677,5451,207
87,3081,207
95,5462,207
3081,5049,207
23,181,207
59,5470,207
95,5461,207
5459,5460,207
5466,5467,207
5453,5454,207
101,118,207
3,5322,207
59,4109,207
3935,4674,207
55,59,207
55,1145,207
4653,5319,207
28,59,207
6,1626,207
4884,5454,207
28,5464,207
101,260,207
59,2904,207
67,5471,207
21,1138,207
5314,5455,207
137,477,207
2819,5042,207
23,1626,207
4932,5314,207
261,2819,207
96,2421,207
44,928,207
4109,5465,207
4653,5457,207
3935,5314,207
4254,5459,207
521,1145,207
5084,5458,207
28,4591,207
28,96,207
5377,5471,207
489,3131,207
2178,5468,207
1891,5461,207
28,79,207
4591,5042,207
5467,5468,207
3,5465,207
481,4407,207
2953,5448,207
4932,5456,207
5454,5455,207
28,928,207
4674,5454,207
59,67,207
677,5449,207
8,2904,207
28,5449,207
3,5460,207
4254,5084,207
521,1138,207
210,5472,208
129,5473,208
129,219,208
240,5472,208
28,219,208
28,2508,208
48,210,208
240,2508,208
64,1614,209
131,481,209
360,5343,209
64,133,209
1454,3552,209
677,5345,209
481,5344,209
2478,5035,209
3552,5345,209
677,748,209
677,758,209
677,4514,209
442,748,209
64,481,209
610,816,209
610,3135,209
622,5211,209
216,2478,209
442,5035,209
622,5344,209
133,758,209
5211,5343,209
131,1614,209
59,816,209
216,4514,209
59,360,209
2338,3719,210
6,28,210
217,3719,210
217,2338,210
4505,5474,210
2109,5476,210
28,396,210
23,3719,210
2109,4390,210
188,991,210
84,1538,210
93,991,210
49,5474,210
28,1538,210
177,528,210
6,49,210
240,396,210
23,528,210
84,1601,210
1752,5475,210
4,4505,210
28,1166,210
28,240,210
6,188,210
1166,3719,210
28,5475,210
1752,5476,210
6,177,210
4,1601,210
1281,2338,211
65,67,211
64,512,211
28,285,211
15,1475,211
48,67,211
56,5498,211
167,5497,211
151,5493,211
59,3620,211
4,1302,211
3018,4340,211
21,177,211
1600,4254,211
2685,5497,211
67,3620,211
123,802,211
2147,5477,211
5489,5490,211
59,87,211
19,117,211
4,19,211
46,5049,211
150,3228,211
818,1281,211
82,940,211
4,5491,211
21,59,211
416,1332,211
3508,4254,211
217,416,211
23,142,211
13,3508,211
30,39,211
4,225,211
175,442,211
4,252,211
246,418,211
36,3228,211
129,140,211
5493,5494,211
82,1592,211
28,87,211
46,59,211
225,1637,211
48,251,211
4,940,211
67,1604,211
2808,5482,211
48,5478,211
5482,5483,211
3035,5492,211
67,940,211
216,423,211
1475,1600,211
87,418,211
799,1787,211
252,5486,211
149,1355,211
268,2359,211
67,251,211
64,802,211
175,177,211
39,928,211
5482,5484,211
4,48,211
42,110,211
15,423,211
13,5491,211
217,5493,211
129,2685,211
28,5498,211
5487,5488,211
4,650,211
181,442,211
44,481,211
39,481,211
13,110,211
2896,5480,211
30,5495,211
15,95,211
217,268,211
109,186,211
181,202,211
590,2359,211
15,1370,211
117,142,211
129,268,211
1332,5493,211
42,231,211
48,104,211
3,129,211
42,79,211
140,4925,211
248,1302,211
1123,1370,211
28,186,211
137,590,211
142,3952,211
28,3018,211
3103,3568,211
67,988,211
28,59,211
285,5496,211
87,460,211
75,216,211
4,231,211
123,5499,211
268,2968,211
15,104,211
15,39,211
3,3677,211
79,1604,211
28,423,211
4,129,211
1123,5454,211
1787,3677,211
28,799,211
5482,5485,211
2338,5492,211
42,140,211
4,5496,211
181,5478,211
67,1370,211
39,4925,211
5495,5496,211
28,460,211
117,2968,211
28,5049,211
5488,5489,211
140,150,211
23,48,211
5482,5486,211
15,5479,211
4,65,211
3568,5490,211
5151,5482,211
110,3103,211
282,481,211
28,1181,211
177,1355,211
818,3035,211
110,248,211
67,75,211
3,149,211
5480,5481,211
109,175,211
1637,5496,211
67,3952,211
4,117,211
650,988,211
39,87,211
79,5494,211
79,87,211
481,825,211
59,3694,211
512,3694,211
39,2808,211
824,825,211
137,3952,211
95,2147,211
30,1281,211
15,56,211
44,5499,211
142,167,211
4,177,211
30,1181,211
151,1281,211
3,3952,211
28,928,211
42,1302,211
202,246,211
181,5454,211
5228,5487,211
4,39,211
13,217,211
282,1302,211
423,1592,211
42,5228,211
177,824,211
3,5481,211
36,1123,211
2896,5479,211
149,5501,212
3498,5501,212
149,3178,212
3498,5500,212
67,248,213
67,5506,213
225,314,213
6,28,213
21,28,213
6,767,213
248,1263,213
55,442,213
123,767,213
140,5544,213
1325,5570,213
42,362,213
4,421,213
54,118,213
96,5582,213
167,528,213
3,231,213
5539,5540,213
362,540,213
3,366,213
67,4045,213
79,3801,213
59,5551,213
67,225,213
6,3010,213
362,442,213
261,509,213
362,5122,213
362,4965,213
362,1068,213
59,938,213
231,362,213
576,808,213
445,5543,213
140,186,213
137,5526,213
362,5526,213
42,5506,213
59,5530,213
326,5542,213
59,399,213
23,40,213
85,1411,213
96,2993,213
298,5519,213
6,5548,213
28,748,213
3,5541,213
28,4965,213
362,1797,213
4,5542,213
67,163,213
117,181,213
6,5574,213
210,1149,213
27,3665,213
42,84,213
362,3301,213
362,1425,213
186,225,213
38,853,213
362,562,213
28,4505,213
3,4505,213
3,876,213
64,5562,213
261,403,213
28,1013,213
210,540,213
225,394,213
59,4545,213
18,67,213
139,766,213
131,5514,213
799,5370,213
42,3325,213
96,385,213
36,362,213
225,2787,213
67,4505,213
139,5579,213
59,5518,213
748,5581,213
158,788,213
139,3325,213
56,4949,213
28,5561,213
4,211,213
359,442,213
38,139,213
67,4279,213
28,110,213
28,4327,213
28,231,213
3,4,213
82,514,213
362,5549,213
38,117,213
231,2001,213
64,5512,213
150,362,213
54,85,213
28,5552,213
5524,5525,213
314,3325,213
42,774,213
2116,4718,213
56,834,213
59,5568,213
84,342,213
64,109,213
362,4505,213
59,650,213
1325,5511,213
101,576,213
6,3665,213
30,4045,213
67,5528,213
4571,5537,213
21,314,213
42,3665,213
84,4952,213
137,341,213
64,1068,213
28,3010,213
158,362,213
231,636,213
28,442,213
190,210,213
441,4227,213
54,223,213
42,72,213
131,630,213
362,1649,213
5559,5579,213
402,5523,213
6,7,213
38,103,213
42,964,213
127,5577,213
28,137,213
362,4949,213
1032,3507,213
4327,5535,213
7,28,213
37,38,213
167,973,213
802,3801,213
6,246,213
762,3665,213
2713,3075,213
215,4952,213
178,362,213
15,59,213
59,5556,213
4337,5557,213
95,2935,213
1173,5511,213
5507,5508,213
42,246,213
4337,5519,213
3,748,213
28,190,213
67,5548,213
28,4715,213
163,5571,213
56,422,213
348,2935,213
5526,5530,213
248,5575,213
95,5577,213
348,5507,213
67,348,213
28,5563,213
64,1449,213
163,314,213
210,650,213
2565,5509,213
4,326,213
28,348,213
59,774,213
67,223,213
362,5505,213
67,1693,213
11,3801,213
359,360,213
4,138,213
54,3801,213
3,44,213
181,442,213
28,733,213
59,5529,213
15,95,213
737,1263,213
178,5566,213
3,67,213
106,362,213
28,1239,213
172,3353,213
1006,5517,213
3075,5557,213
441,4103,213
54,2151,213
853,3665,213
3,3301,213
172,5574,213
2241,5554,213
28,59,213
1797,5565,213
44,2203,213
362,5583,213
158,1407,213
95,823,213
528,973,213
84,1613,213
28,799,213
6,106,213
115,3801,213
28,237,213
140,5570,213
6,5505,213
110,4952,213
1173,1693,213
59,5517,213
28,5504,213
3801,5519,213
140,348,213
5571,5572,213
964,5547,213
56,5524,213
1793,5538,213
30,1325,213
28,95,213
150,610,213
150,3665,213
28,1793,213
28,1946,213
36,158,213
95,875,213
1428,1946,213
6,562,213
96,3353,213
140,359,213
362,5550,213
96,389,213
4279,5551,213
95,660,213
610,3224,213
64,766,213
225,1013,213
140,1446,213
140,2117,213
823,2787,213
137,5547,213
30,4965,213
225,3325,213
54,5536,213
59,246,213
5568,5569,213
84,246,213
445,5544,213
2839,5565,213
28,5449,213
314,348,213
362,5519,213
359,362,213
3,5584,213
67,4327,213
802,965,213
54,362,213
314,5584,213
362,988,213
362,5545,213
283,3936,213
42,5509,213
139,362,213
59,5531,213
572,3325,213
441,4965,213
2565,4327,213
38,202,213
136,362,213
118,292,213
8,5532,213
96,644,213
18,30,213
190,2695,213
6,2117,213
1423,5516,213
54,67,213
15,5527,213
23,362,213
150,5580,213
366,2151,213
67,95,213
3,210,213
421,3936,213
4,341,213
27,28,213
362,389,213
178,186,213
4545,5510,213
799,5567,213
15,215,213
96,788,213
84,834,213
42,147,213
56,964,213
140,4965,213
95,140,213
59,3665,213
59,5502,213
215,314,213
96,5576,213
42,5503,213
42,1407,213
123,442,213
42,94,213
172,5537,213
175,3224,213
215,5514,213
443,3801,213
562,883,213
28,5582,213
56,630,213
227,762,213
140,808,213
230,5550,213
42,5521,213
4,37,213
59,1423,213
237,5519,213
6,190,213
30,5546,213
319,4952,213
210,402,213
348,973,213
3,314,213
30,864,213
30,67,213
140,5511,213
6,319,213
210,454,213
3,230,213
3,5575,213
5515,5516,213
28,230,213
1024,2839,213
42,834,213
823,4505,213
3,140,213
6,733,213
96,1428,213
95,5540,213
59,403,213
18,5555,213
115,5526,213
84,5508,213
748,1955,213
1423,5531,213
162,3325,213
54,84,213
28,5559,213
84,129,213
79,864,213
140,292,213
38,342,213
190,268,213
96,140,213
59,1008,213
84,103,213
445,3010,213
23,442,213
2993,5562,213
115,362,213
665,5539,213
4563,5534,213
28,56,213
733,3665,213
163,953,213
118,834,213
42,4103,213
23,162,213
28,175,213
42,5559,213
28,3591,213
190,562,213
1423,5518,213
30,665,213
4,5543,213
7,181,213
4,101,213
268,454,213
96,875,213
210,572,213
1693,5549,213
225,362,213
15,5541,213
59,5564,213
109,1173,213
129,4952,213
117,1269,213
385,953,213
75,137,213
67,5534,213
225,5576,213
1446,3801,213
3,166,213
59,965,213
85,172,213
3,3598,213
6,2245,213
158,591,213
59,4718,213
6,84,213
1325,4563,213
59,808,213
15,883,213
2787,5516,213
3,227,213
67,1955,213
59,210,213
3,362,213
190,362,213
283,5544,213
3,36,213
59,67,213
5525,5526,213
4,5519,213
150,4741,213
1423,5532,213
56,5528,213
67,2192,213
360,1550,213
38,136,213
50,5560,213
818,2245,213
5522,5523,213
3,3325,213
85,3507,213
4952,5533,213
1411,3075,213
362,5546,213
42,1613,213
359,3801,213
67,5522,213
5370,5553,213
21,3665,213
137,5573,213
3325,5520,213
28,964,213
67,90,213
140,5526,213
50,355,213
56,818,213
96,442,213
117,118,213
1425,5504,213
231,5549,213
2977,3665,213
1325,5510,213
2241,5555,213
140,5578,213
67,1006,213
115,744,213
190,2368,213
115,166,213
7,38,213
42,422,213
399,5535,213
84,4715,213
28,5512,213
40,5545,213
211,514,213
28,443,213
8,3665,213
28,1325,213
181,5580,213
137,2713,213
28,4741,213
95,4715,213
5519,5558,213
5559,5578,213
215,5513,213
2787,5513,213
30,127,213
23,225,213
67,3301,213
59,314,213
59,5524,213
6,808,213
59,1550,213
95,5554,213
140,5569,213
3,1175,213
110,5529,213
59,4505,213
140,460,213
2116,3801,213
90,167,213
163,4965,213
96,636,213
30,442,213
1239,5567,213
6,5564,213
28,215,213
94,237,213
1024,2203,213
44,84,213
355,5561,213
210,5122,213
140,3801,213
362,1269,213
3,509,213
137,146,213
2977,3325,213
67,2001,213
55,167,213
75,230,213
18,5556,213
42,1008,213
150,1649,213
3,5524,213
300,1446,213
158,938,213
42,59,213
445,5583,213
140,162,213
96,591,213
737,5559,213
42,111,213
28,460,213
636,2713,213
4,139,213
23,441,213
799,1574,213
15,94,213
96,3591,213
876,4836,213
3,4965,213
225,4505,213
72,2368,213
28,1449,213
110,248,213
558,5560,213
938,1574,213
6,298,213
190,988,213
246,445,213
3,1149,213
140,5520,213
300,3325,213
362,512,213
558,4227,213
1423,3665,213
7,660,213
362,5502,213
147,5449,213
28,30,213
67,237,213
2192,5566,213
94,1425,213
21,4836,213
67,5533,213
2695,3665,213
200,764,213
111,3598,213
4571,5538,213
59,764,213
178,5558,213
202,5515,213
225,3801,213
394,644,213
314,5559,213
5572,5573,213
225,283,213
178,314,213
67,744,213
59,138,213
314,5521,213
84,1032,213
6,5563,213
59,5503,213
172,3075,213
44,200,213
5552,5553,213
528,1446,213
30,5581,213
38,146,213
96,314,213
172,5536,213
314,512,213
1175,5527,213
67,210,213
11,442,213
82,210,213
163,3665,213
21,28,214
190,246,214
5672,5673,214
67,137,214
4,4200,214
54,666,214
54,1125,214
20,384,214
4,346,214
28,5491,214
3666,4224,214
96,123,214
149,410,214
23,95,214
1985,5591,214
67,225,214
28,5602,214
129,140,214
4,869,214
67,1771,214
614,5625,214
42,67,214
202,5314,214
538,5601,214
67,5655,214
5471,5605,214
42,665,214
3,5722,214
563,5675,214
96,225,214
4,42,214
227,2346,214
3476,5707,214
30,199,214
36,1478,214
362,4880,214
137,840,214
5463,5687,214
134,2787,214
142,556,214
59,127,214
528,1351,214
752,1739,214
87,1088,214
28,5735,214
0,109,214
4224,5767,214
826,3528,214
3,5691,214
96,5698,214
4,454,214
394,1170,214
42,282,214
97,231,214
64,2401,214
140,5670,214
6,5753,214
5623,5624,214
764,1170,214
59,454,214
95,1883,214
1637,5589,214
28,3898,214
883,3935,214
28,157,214
227,2186,214
335,2430,214
353,5646,214
44,5676,214
4,150,214
28,268,214
5516,5641,214
140,342,214
158,454,214
4,5655,214
96,5712,214
56,834,214
124,5753,214
95,3012,214
771,5682,214
561,5732,214
286,5601,214
28,752,214
137,3747,214
556,1265,214
561,823,214
4,5662,214
335,4332,214
42,811,214
11,28,214
97,5714,214
87,148,214
28,5588,214
23,230,214
42,5694,214
42,3012,214
237,3012,214
4319,5615,214
140,324,214
64,3359,214
79,172,214
348,4414,214
934,949,214
3,85,214
4,442,214
47,190,214
2510,5613,214
28,5698,214
227,346,214
82,123,214
140,799,214
4257,5640,214
59,5739,214
4,84,214
67,3596,214
5620,5621,214
5644,5645,214
227,5601,214
4,3409,214
3,235,214
158,5532,214
64,4200,214
84,1433,214
20,5721,214
283,469,214
4,5390,214
5649,5654,214
6,45,214
