-0.018406,0.078717,-0.001823,0.0010995,-0.0019077,0.15579,-0.0062605,-0.013417,-0.018886,2.8792,0.062978,-0.007754,-0.010663,4.2984,-0.011511,-0.0023037,-0.0050006,-0.11294,-0.0057229,-0.10932,-0.0043092,-0.017145,-0.0052406,-0.010941,-0.017646,-0.0029977,0.0071941,-0.012911,-0.030511,-0.065167,-0.00071532,-0.032692,0.039398,-0.02763,0.51359,-0.018583,-0.039743,-0.020355,-0.013023,-0.011855,-0.029368,-0.01968,-0.12524,-0.071914,1.5482,3.0494,-0.050497,13.749,0.30436,-0.03115,-0.019786,-0.11786,1.5608,-0.16458,0.68955,-0.0063029,0.63597,-0.43522,-0.009389,-0.058043,0.28514,-0.011887,-0.095595,2.2532,-0.055365,0.15141,0.84883,0.0048586,-0.046531,0.078414,-0.079555,0.61643,-0.061822,2.0599,-0.14046,-0.028053,0.22739,-0.0092633,0.40064,3.989,-0.022741,0.61631,0.9083,-0.0089606,-0.06214,-0.0096618,0.60365,1.8477,0.018458,-0.060899,-0.044782,0.070326,0.20521,2.9558,-0.11885,-0.13267,-0.020648,-0.27582,-0.13381,0.0035141
-0.0041488,-0.017082,-0.039175,-0.023306,-0.029061,0.1359,-0.012611,-0.043264,-0.12737,-0.0064752,2.9316,-0.035654,-0.045998,0.25449,-0.38499,-0.12658,-0.023983,-0.13609,-0.024466,-0.039803,-0.013071,-0.296,-0.0289,-0.019792,0.30822,-0.16114,-0.20116,-0.11089,-0.033859,-0.45032,-0.08293,-0.031968,-0.06904,-0.092775,-0.018683,-0.064727,-0.040228,-0.1315,-0.0083869,-0.017549,-0.030803,-0.53831,-0.040992,-0.022548,2.7735,0.0075135,-0.027236,0.0094614,0.1243,-0.027631,-0.037779,13.163,4.6232,-0.15178,4.3235,-0.030068,73.169,-0.09312,-0.15334,-0.018013,0.32186,-0.035344,-0.013962,8.0819,1.9849,-0.1272,-0.25475,-0.14709,-0.095265,-0.2044,-0.06638,-0.014413,-0.016544,0.093832,-0.12478,-0.62587,5.9941,-0.039954,14.764,-0.31077,-0.17754,-3.6879,0.87866,-0.011503,19.488,0.00052078,-0.7178,0.38986,-0.11336,0.19947,-0.22886,0.00099758,-0.0096623,-0.32185,-0.79294,-0.044613,-0.0079024,-0.10872,19.161,-0.44417
-0.0021874,0.001299,0.0001452,-0.00064466,-0.00027793,-0.00045553,-0.00051953,-0.00030549,-0.0073088,-0.00021115,0.00023424,-0.0052499,-0.0008319,-0.010346,-0.00054885,-0.00083651,-0.0036385,-0.08309,-0.00037099,-0.0034386,-9.0479e-06,-0.011685,-0.0022447,0.0025431,-0.00883,-0.0017223,-0.0058815,-0.00072117,0.001422,-0.045426,-0.0051283,-0.0023022,-0.0029442,-0.0057904,0.0052744,-0.020662,-0.008763,-0.00067188,-0.0012418,-0.0025577,-0.0012847,-0.0073124,0.00079454,-0.0043538,2.4597,0.005249,-0.0026157,-0.0014629,0.02169,0.075443,-0.0012285,-0.0097157,-0.033756,-0.0024676,-0.011964,1.0942,-0.0077745,0.00029891,1.7476,-0.0042655,0.00019236,-0.00027494,-0.0054977,-0.0020544,-0.033537,-0.039288,0.010445,0.023369,-0.0018904,-0.002124,-0.0040001,-0.019779,-0.00047009,-0.0025659,-0.0048244,-0.0025168,-0.1173,-0.00037462,-0.034324,-0.019411,-0.014313,-0.092444,-0.018106,-0.0041179,-0.010477,-0.0030479,-0.033153,-0.017546,1.3284,-0.00089935,-0.0034526,-0.0020749,-0.0018912,-0.010519,-0.050377,-0.0034951,0.0011089,-0.0055564,-0.0027973,0.0018796
-0.0024605,8.72e-05,-0.005051,-0.00061918,0.000197,0.00017478,-0.0011332,-0.017811,-0.018123,-0.00068517,-0.027939,-0.02723,-0.0067693,0.12512,-0.0050458,0.092414,0.056516,-0.046914,-0.00016968,-0.0043931,0.19969,-0.002817,-0.00075158,-0.031327,-0.0083786,-0.016479,-0.019101,-0.0031308,-0.016405,-0.039299,-0.029113,-0.026873,-0.0011745,1.6239,0.020022,4.1459,0.031104,-0.01723,-0.0032532,-0.0070087,-0.08972,-0.0104,-0.012391,-0.029433,-0.08303,-0.071191,0.0073423,-0.036576,0.11396,-0.00073088,-0.0058404,0.61278,-0.07465,0.40014,-0.041754,0.00086377,-0.10228,-0.005047,0.76091,0.0068844,-0.00043961,0.012314,2.0307,1.061,-0.044309,0.0089064,-0.071452,0.00090532,-0.064795,2.1863,-0.0039562,0.11347,-0.087928,-0.0032458,-0.1339,-0.067476,0.95574,0.23102,-0.034405,-0.0098339,-0.041126,-0.0060202,-0.015763,-0.039367,1.9954,-0.014858,-0.12559,-0.01859,-0.002104,1.2618,2.6329,-0.015976,-0.18048,-0.0092833,0.24933,-0.0056944,-0.0023844,-0.010697,-0.086225,-0.12314
-0.00085892,-0.0005332,-0.00012981,-9.2259e-05,-0.00013981,4.9341e-05,-0.00019923,0.0045315,-0.0033566,-0.00045581,-0.008617,-0.00023618,-0.00094447,-0.00013977,1.0304,0.047194,-0.00058278,0.00029231,-0.00015986,0.00025989,-0.00057365,-0.00055727,-0.00075567,0.45927,-0.0039912,-0.00026212,-0.00046932,0.0033371,-0.001038,-0.0029949,-0.00099135,-0.0016612,0.090205,-0.0014472,-3.4651e-05,0.010534,-0.0032613,-0.001225,-0.0020688,-0.0031786,-0.0035402,1.0445,-0.0001673,-0.00021375,-0.0016362,-0.0028184,-0.0024587,-0.00044091,-0.00060989,-0.0012793,-0.00056664,-0.039539,0.010651,0.00079,0.00039877,0.049756,-0.0011513,0.00086115,-0.00069479,-0.00012561,-0.00033936,-0.00059497,-0.0028073,-5.3974e-05,0.0017198,0.019022,-0.011397,-0.00018909,0.012944,-0.0093022,0.011933,-0.0064028,-0.0092665,-0.00029591,-9.5469e-05,-0.0040549,0.0035442,-1.6919e-06,-0.0025092,0.00052111,0.0035771,0.00013873,0.0035881,-0.0012589,0.051422,0.15118,-0.0024045,-0.00093216,-0.0031365,-0.00016921,0.01434,-0.002166,0.028109,0.010108,0.0025636,-0.0023688,-7.0409e-05,-0.28636,-0.00075407,0.0077574
-0.00017767,0.0042228,-0.011325,-0.0054545,-0.00017253,4.3195,-0.0013274,-0.0071125,-0.016639,-0.0032313,-0.091551,-0.011022,-0.0087784,-0.018288,0.039793,-0.029131,-0.0038949,-0.21415,-0.015059,-0.0088154,-0.0057816,-0.0053571,-0.0060632,-0.0040644,0.41307,-0.0080706,-0.025304,-0.041546,7.2637,-0.009971,-0.014377,-0.013355,-0.0057069,-0.051699,4.1027,0.096338,2.4791,-0.014217,-0.0047295,-0.0074966,-0.001683,-0.034841,1.2644,-0.052677,-0.033564,-0.042241,-0.0025753,0.02629,0.23105,-0.0042299,0.37268,2.3457,-0.098884,-0.025781,2.0356,-0.0065153,-0.11396,1.9728,-0.016311,0.6396,-0.053697,0.0082838,-0.03252,-0.010557,-0.023478,-0.065215,-0.11725,-0.015163,2.3314,-0.02041,-0.0076876,-0.062022,-0.016751,1.8344,-0.010202,0.090574,-0.023275,-0.0059237,0.13458,-0.065539,-0.0075229,0.080028,2.6452,-0.0029169,-0.074358,-0.0045045,-0.042979,1.3471,1.3936,-0.13496,-0.0043759,0.0050893,0.063341,-0.048182,-0.042703,0.013721,-0.010648,-0.01728,-0.018441,-0.042981
-0.0024495,-0.01547,0.00062083,0.0057653,0.00068397,0.17357,-0.0021717,-0.0064172,-0.018681,-0.0032836,-0.015326,0.8543,-0.0084645,0.3476,-0.0075039,-0.00415,-0.010237,0.027725,0.0022402,-0.010835,-0.001841,0.025045,-0.0019154,-0.0064369,-0.010761,-0.012443,-0.038661,0.028536,-0.011037,-0.15787,0.0072417,-0.019813,0.18585,0.014794,0.073332,-0.021126,-0.0020173,-0.013656,-0.0082877,-0.016378,-0.0037546,-0.011672,-0.015953,0.12911,1.0295,-0.011422,-0.0055389,0.64592,0.20179,-0.0033799,-0.0024214,-0.043865,0.015048,-0.027519,0.70984,-0.0049419,0.78351,-0.070761,-0.010834,0.0080181,0.072152,-0.0023158,-0.009698,-0.056837,-0.03599,0.10388,0.022895,-0.0067372,-0.0079716,-0.0037779,0.69881,0.73949,-0.020847,0.29792,-0.014125,0.15067,0.14793,-0.010711,-0.59562,0.05512,-0.026064,5.8379,2.3668,0.024491,-0.028412,0.00034452,0.71235,0.43099,0.0007551,-0.034063,0.054089,2.528,0.016972,3.3968,-0.11379,-0.52355,-0.003116,1.1287,-0.022276,0.003446
-0.0024903,-0.0042275,-0.02016,1.2623,-0.00016233,0.73754,-0.0046639,-0.0046534,-0.00098039,-0.00041691,-0.0013498,-0.0040334,-0.0078084,-0.0037882,-0.000554,-0.0010207,4.8614e-06,1.0312,5.2898,0.059474,-0.017219,-0.0012021,-0.00041995,-0.00104,-0.014976,-0.00077244,-0.0027384,0.083516,-0.01241,-0.0034563,-0.0024964,-0.0009907,-0.004189,0.0010663,1.3437,-0.0015679,0.012436,0.0089295,-0.0013847,0.023773,-0.0015088,-0.00040395,0.54287,-0.0033839,-0.0045903,-0.0058838,-0.0015433,-0.0060221,0.0069693,-0.00413,-0.0022868,-0.00027876,-0.0030597,-0.0003801,-0.021166,0.0010896,-0.0028366,-0.00987,0.28895,6.3769,-0.0074738,-0.0018876,-0.0024274,-0.036353,-0.00071854,-0.007219,-0.00041257,-0.0056801,0.00038793,-0.0016795,0.73161,-0.015704,-0.0016548,-0.035219,-0.0052412,-0.019804,-0.003986,0.014631,-0.014356,-0.027665,-0.0011373,-0.010189,0.30023,-0.00069176,-0.0059636,-0.0012626,0.0071828,0.25497,-0.1433,1.77,0.0090815,-0.0021856,-0.010986,-0.0055996,-0.0045089,0.0014275,0.001527,-0.0013236,-0.0062493,-0.010727
2.7782e-05,-0.0025087,1.1533e-05,-5.1774e-05,-9.7547e-05,-0.00012122,-2.4499e-06,4.9e-08,1.7666e-05,0.62192,-0.00043811,-0.0010329,-0.0014669,-0.00023305,-2.2104e-05,1.2801e-05,-3.6543e-05,-0.00043981,-5.7463e-05,-0.00030652,-0.00061137,-0.00071274,-0.00035009,-0.00022058,-0.0010959,-0.00012942,-0.0032037,-0.00072108,3.0555e-06,7.8421e-05,-0.0011603,-0.00030625,6.9266e-05,-0.00065853,-0.00048324,0.00040443,-0.00068952,0.00015845,-0.00082938,0.0011519,-0.0002402,-0.00024732,-0.00015334,-0.0054802,-0.0021511,-0.0018662,0.0026057,-0.0032613,0.055422,-0.003391,-0.00012518,-0.00019815,0.0027804,-0.00094623,-0.00034813,0.0011043,-0.0033054,-0.0061613,-4.2002e-06,-5.0144e-05,-0.0015422,-0.00013419,-0.0011457,7.2554e-05,0.00090731,-0.00056458,-0.00017098,-0.00017932,-0.00097594,-5.8444e-05,-0.00068057,0.00040255,-8.4547e-05,-0.00091424,0.00039038,-0.0001444,-0.00018041,6.5274e-05,-0.0012178,-0.0014044,-0.000311,0.0025634,-0.0032637,0.023682,0.013078,0.00026943,0.00067888,-0.0020887,-0.0040149,0.002088,-0.0024576,-0.00024538,-0.0021498,0.92269,-0.0016865,0.00039461,-9.905e-05,0.0018244,-0.00059197,0.00017446
-0.00052106,-0.00011921,-0.0001298,-0.00083346,-8.5435e-05,-8.1199e-05,-0.00016676,-0.0015268,0.0040168,-0.0011128,-0.0003092,0.00013572,-0.00019177,-0.00040267,-0.0013676,0.0024339,6.7743e-05,-0.011498,-0.0003655,-4.4854e-07,7.516e-05,-0.00094466,0.0023973,0.013407,0.00011383,-0.0025415,-0.0034318,-0.11891,0.0001522,-9.8098e-07,-0.0020788,0.00024647,0.14557,0.00044419,-0.0018578,-0.00084501,-0.0035661,-0.00035241,-0.020325,1.9005,-0.003761,-5.2051e-05,-0.00032484,-0.0025286,-0.0005606,0.24686,0.062898,-0.00056456,-0.053771,0.31224,-0.000699,0.00094859,-0.003339,-0.0022995,-0.00066778,-0.00098063,0.033713,-0.00012244,-0.0034081,0.00088022,3.5196e-05,-0.00011813,-0.0087927,0.00033726,4.7958e-05,-0.0060714,-0.0014831,-0.0004559,-0.0029058,-0.00090014,0.43636,0.011738,-0.02596,0.00090016,0.068138,0.01583,-0.0025309,-0.00014485,-0.0043445,-0.004413,-0.00074994,0.002138,-0.00051779,-0.00032811,-0.0043242,-0.019171,-0.0016399,-0.00053011,0.025516,0.00039725,-0.0063504,0.021215,0.027362,-0.00038428,0.040401,-0.00031748,0.023585,-0.42205,-0.00037263,-0.0019113
